sleep_hours,study_hours,screen_time,exercise,social_time,productivity_score,burnout_risk
6.43,8.59,8.19,0.01,2.44,64.06,2
4.52,8.46,1.07,2.19,4.94,59.83,2
6.23,6.06,8.24,0.72,1.25,54.99,1
9.64,2.98,4.39,2.98,0.88,63.22,0
7.54,0.24,2.62,1.87,3.3,42.45,0
6.3,5.76,6.79,2.41,3.96,61.46,0
9.37,8.38,2.2,2.87,4.46,100.0,0
4.12,6.04,4.95,2.25,2.62,44.16,1
5.47,8.83,1.34,2.21,1.46,87.57,1
7.19,2.5,6.87,2.08,0.43,55.28,1
8.47,7.22,5.9,2.33,0.54,100.0,0
7.94,6.93,8.33,0.54,2.58,65.05,1
5.34,5.17,6.75,0.64,1.88,32.4,1
9.42,2.37,2.09,0.11,0.22,64.32,1
7.65,0.18,3.58,0.17,2.02,34.84,0
7.65,6.88,7.58,0.67,4.34,71.59,1
4.34,4.41,7.91,0.93,1.91,15.49,2
4.33,9.67,2.57,0.08,0.03,64.31,2
9.31,8.2,9.21,1.6,2.24,80.1,1
4.28,9.1,5.47,1.37,2.58,60.02,2
5.35,7.1,7.4,2.55,0.04,59.85,2
6.83,8.51,9.69,1.78,1.06,84.36,1
7.84,2.1,5.98,2.5,1.95,51.59,0
4.22,2.54,7.28,1.08,0.79,13.6,2
4.57,6.59,6.51,1.56,2.5,45.56,1
7.0,0.6,9.33,0.17,2.12,7.37,1
8.72,1.66,9.32,0.13,4.1,17.63,1
5.5,2.02,4.22,2.49,4.31,36.93,0
6.12,2.37,2.1,1.94,1.73,54.33,0
9.2,7.48,7.96,0.12,4.58,74.22,2
7.02,0.11,9.08,1.63,4.13,11.08,1
8.78,6.93,9.29,0.68,1.01,52.32,1
7.01,5.99,7.38,1.64,3.94,68.54,1
9.15,1.08,6.71,2.67,1.26,49.07,0
5.83,5.64,4.72,0.32,4.46,56.78,1
7.2,5.95,1.37,0.29,4.86,80.93,1
4.2,7.94,5.58,0.23,3.4,54.63,2
5.23,8.78,3.62,0.85,1.36,72.82,1
8.24,9.03,3.06,2.36,2.87,100.0,0
4.21,8.19,3.17,1.9,2.74,58.15,1
9.97,8.14,5.38,2.04,2.38,88.63,1
4.81,4.46,4.02,1.38,2.25,36.04,1
9.86,0.15,1.09,1.12,3.1,43.22,0
7.2,7.23,1.85,2.95,1.68,100.0,0
4.66,7.09,8.56,0.32,0.63,37.58,2
4.07,9.86,6.39,1.82,4.79,64.94,2
8.89,3.4,4.01,0.88,1.73,35.74,0
4.84,3.56,5.02,0.93,0.83,6.75,1
6.89,7.21,7.4,0.61,0.18,77.41,1
4.94,3.96,9.81,0.54,1.59,0.0,2
7.06,0.44,2.46,2.81,0.52,53.9,0
8.75,2.65,7.53,0.51,1.42,40.26,1
9.98,2.15,2.16,2.78,0.81,73.59,0
7.9,5.77,7.76,2.18,0.55,61.43,1
9.38,6.22,5.71,1.61,0.07,71.84,1
7.95,3.32,5.24,1.91,2.14,63.62,0
8.23,0.01,1.21,2.07,2.06,43.48,0
5.04,0.14,4.49,2.21,4.86,10.98,1
6.9,8.13,1.63,1.72,4.62,100.0,1
9.76,2.21,1.95,1.57,4.54,62.94,0
8.8,1.69,7.71,1.67,0.88,40.21,1
8.28,5.15,3.03,0.4,4.79,69.13,1
8.86,6.97,8.47,0.49,2.48,67.32,1
4.62,1.5,6.71,2.61,3.3,8.91,1
9.82,1.4,3.09,2.92,3.86,49.32,0
8.84,6.52,3.56,0.98,4.74,65.96,0
6.16,3.73,3.68,0.98,4.3,44.83,0
6.62,9.43,5.88,1.35,1.56,100.0,1
5.35,0.9,2.14,0.49,1.51,25.87,1
9.7,1.24,4.45,2.64,0.53,51.54,0
9.07,5.57,2.89,2.21,3.41,100.0,0
4.28,0.08,8.43,0.96,0.69,0.0,2
9.52,0.08,1.51,1.25,3.38,31.51,0
9.39,0.44,4.06,1.05,1.7,30.55,0
8.74,3.18,7.7,0.44,2.8,35.38,1
7.24,1.08,9.58,2.72,4.13,24.17,1
4.88,5.04,3.86,2.66,0.95,55.31,1
8.12,0.89,7.59,0.8,3.3,8.64,1
7.66,2.13,1.44,0.13,0.44,63.02,1
6.09,2.43,2.97,2.85,0.59,48.41,0
6.83,0.0,9.29,0.3,3.41,0.0,1
8.85,6.51,7.92,1.26,2.44,76.2,1
7.41,5.12,2.85,0.77,1.79,74.73,0
6.5,0.03,6.09,2.11,2.81,16.67,0
4.0,0.59,7.29,2.41,3.59,0.0,2
8.24,7.4,7.52,2.21,0.37,86.47,1
6.17,5.28,7.86,1.0,1.38,46.09,1
5.5,8.21,2.59,1.08,2.01,81.03,1
4.02,2.36,4.04,0.94,3.93,14.64,1
6.33,0.38,9.38,2.37,4.91,2.9,1
5.89,6.92,3.76,2.66,2.05,81.58,0
9.48,8.37,9.7,0.2,1.22,69.34,2
6.55,4.73,3.62,2.37,1.12,70.85,0
9.11,6.04,4.19,0.56,0.67,87.91,0
6.81,0.46,9.85,2.01,4.22,17.38,1
9.73,2.0,2.67,2.67,4.46,52.8,0
4.75,3.05,7.79,2.54,1.74,11.13,2
7.99,7.39,4.82,1.75,4.94,91.43,0
7.67,5.49,8.82,1.82,2.54,77.28,1
8.22,1.32,1.24,1.47,2.86,40.2,0
8.27,8.49,4.12,1.53,4.87,98.67,1
8.84,5.26,3.02,1.74,1.09,82.01,0
5.42,1.93,4.34,2.67,1.94,33.77,0
7.33,0.08,2.7,2.79,3.02,41.25,0
5.86,7.17,7.95,2.93,0.09,58.88,2
6.35,8.38,5.9,1.69,1.8,74.2,1
5.58,4.92,6.04,2.23,2.36,48.37,1
6.91,6.59,7.07,2.13,4.12,69.01,1
5.16,6.8,1.69,0.66,3.96,74.19,0
6.99,9.87,3.12,0.06,0.56,100.0,1
8.36,7.76,6.09,0.77,2.61,88.6,0
8.09,6.14,1.2,2.45,3.82,95.71,0
7.81,6.01,2.29,0.58,3.42,89.81,0
7.46,5.68,6.82,1.32,0.27,72.8,1
9.4,8.05,9.35,0.46,2.53,59.52,2
5.26,2.01,8.04,2.02,3.24,14.35,1
7.04,0.23,2.17,1.55,1.55,37.19,0
6.83,0.84,1.16,2.18,0.86,45.35,0
6.54,2.64,6.55,1.46,0.56,39.86,0
6.56,6.11,1.04,1.88,1.41,100.0,0
5.79,9.96,3.08,2.74,4.59,99.67,1
5.82,3.81,9.9,1.86,2.72,21.8,1
9.09,0.84,1.42,0.82,2.38,45.65,0
8.74,1.98,4.35,2.34,2.64,53.03,0
6.38,6.26,9.76,1.99,0.08,68.49,1
5.51,8.62,4.46,0.6,2.34,67.78,1
5.41,5.73,7.91,2.5,1.99,58.06,1
6.9,4.34,2.77,2.69,4.87,76.23,0
8.77,6.46,3.35,1.91,0.64,100.0,0
9.96,6.36,3.28,1.35,4.75,81.13,0
9.4,8.69,4.1,2.09,3.3,100.0,0
6.2,0.52,2.54,1.85,3.88,27.96,0
7.5,0.85,1.16,2.35,2.75,52.0,0
4.98,4.07,9.27,0.51,0.31,8.9,2
7.57,9.52,9.16,2.25,0.1,100.0,2
9.38,4.34,9.66,1.96,0.55,54.71,1
8.17,0.65,4.1,2.15,0.79,54.77,0
8.14,7.76,5.67,2.87,4.63,88.1,1
4.96,7.73,3.19,2.53,2.94,67.01,1
7.34,5.33,9.32,0.64,4.64,47.99,1
8.62,9.2,4.55,0.22,4.02,85.84,1
6.02,5.19,8.29,0.58,3.14,33.16,1
5.05,8.31,3.92,2.8,2.84,74.68,1
6.54,4.01,8.36,2.03,3.87,49.63,1
5.57,0.87,7.99,1.25,2.55,0.0,1
6.59,6.84,6.48,2.92,0.69,80.94,0
4.38,8.08,6.55,1.29,4.01,25.23,2
5.37,4.73,1.64,2.69,3.65,66.29,0
9.25,7.92,4.89,0.36,1.87,82.81,0
9.69,7.68,2.84,0.58,4.4,92.38,0
7.5,3.78,3.72,2.03,4.8,59.24,0
6.92,4.41,9.17,1.73,2.48,37.1,1
5.42,0.64,8.7,1.82,0.82,1.99,1
9.94,6.34,6.73,0.22,4.84,63.78,1
7.29,3.09,7.28,2.5,3.93,49.84,1
7.82,3.21,5.48,2.45,1.33,52.82,0
8.35,4.44,8.35,0.43,1.68,53.24,1
8.19,7.59,5.1,1.43,0.66,85.02,0
9.95,7.78,3.01,1.87,1.47,100.0,0
5.08,1.03,2.76,2.39,1.46,34.74,0
9.69,5.74,5.37,2.25,0.49,80.77,1
6.99,8.31,8.33,2.54,3.49,81.2,1
8.97,8.73,5.32,2.96,4.37,100.0,1
4.42,2.24,7.99,0.33,2.35,0.09,2
9.27,8.47,7.88,1.22,0.71,84.93,1
5.09,5.61,9.83,1.65,3.23,30.94,1
8.98,4.35,5.48,0.53,3.07,56.85,0
7.05,7.67,1.16,1.69,0.87,100.0,0
4.21,1.69,9.88,3.0,3.6,0.63,2
8.66,8.97,5.67,0.11,3.55,97.98,1
5.55,4.63,4.25,1.17,3.61,47.94,0
9.65,7.9,1.25,2.46,3.86,100.0,0
6.98,8.36,4.82,0.48,1.56,88.25,1
8.09,1.79,6.8,1.4,4.2,41.24,0
9.58,9.0,2.67,2.06,1.07,100.0,0
7.81,2.94,3.24,1.29,4.0,66.8,0
4.2,3.02,4.81,1.76,0.75,12.91,1
9.31,4.77,7.7,1.45,2.32,43.11,1
5.56,2.5,9.9,2.61,3.69,15.3,1
4.18,1.75,9.44,2.45,2.62,0.0,2
4.88,5.59,2.65,0.92,4.7,33.59,1
4.61,2.5,6.35,0.18,2.75,6.75,2
5.75,2.93,3.06,2.81,1.94,42.04,0
5.81,7.03,1.91,0.21,3.72,67.54,1
5.59,3.55,9.62,0.31,0.92,12.89,2
5.69,6.49,7.22,1.58,3.06,58.54,1
8.56,0.42,3.82,2.05,1.65,50.68,0
6.07,7.11,2.1,2.17,3.88,84.59,0
5.47,8.05,2.93,2.72,3.53,73.71,1
8.8,5.06,5.07,1.26,3.03,57.78,0
9.38,2.73,6.68,2.06,3.37,57.4,0
6.35,7.62,3.7,0.62,2.73,73.95,0
4.2,0.52,7.26,2.92,2.27,0.0,2
8.91,2.61,9.96,1.69,1.16,44.87,1
6.01,7.79,1.95,2.57,3.84,99.74,0
9.37,2.3,5.69,2.55,1.89,48.81,0
5.75,2.42,8.83,1.39,3.42,23.07,1
5.8,7.61,1.2,0.31,0.81,80.93,1
6.42,4.77,3.21,0.2,3.39,50.01,0
8.86,9.29,7.39,1.79,3.29,95.32,1
9.59,9.64,4.84,1.85,4.01,100.0,0
7.16,6.53,7.45,1.11,1.48,66.62,1
7.35,9.19,9.06,1.08,1.29,89.0,1
8.35,5.05,4.5,0.37,3.93,80.45,0
6.26,9.19,6.94,2.79,2.37,85.81,1
9.62,9.6,9.65,2.46,2.31,100.0,1
6.3,9.38,4.27,2.27,4.62,100.0,1
9.69,5.55,5.43,2.96,1.09,82.96,0
9.78,6.89,5.83,0.4,2.57,74.31,1
7.62,4.05,5.96,2.66,4.56,64.65,1
7.65,2.79,5.06,0.66,2.66,40.23,0
6.03,2.72,2.36,0.42,3.56,29.96,0
4.71,9.99,3.34,2.69,3.05,90.71,1
7.37,1.81,8.62,2.48,1.75,34.63,1
7.26,9.09,8.23,0.12,4.4,68.4,2
8.45,1.2,8.27,1.94,1.69,34.62,1
7.39,8.53,7.03,0.87,4.88,73.84,2
7.1,4.04,2.23,2.06,2.15,78.8,0
9.79,7.68,3.18,2.15,0.1,100.0,0
6.96,9.37,4.4,0.79,4.98,91.5,1
9.18,9.11,5.67,1.37,2.76,100.0,1
9.79,3.28,7.65,0.86,3.05,41.34,1
9.32,4.49,4.33,0.76,0.67,81.44,0
9.23,4.19,3.86,2.22,1.08,75.58,0
9.62,0.82,4.73,1.73,1.15,41.95,0
5.33,3.45,9.09,1.29,2.09,20.51,1
9.78,1.17,8.85,0.98,4.78,26.64,1
4.5,5.2,3.05,2.26,3.29,50.51,1
5.16,7.09,3.8,3.0,3.66,74.6,0
9.2,5.89,5.97,0.71,3.39,63.19,0
8.9,0.52,7.05,0.47,2.16,29.33,1
4.57,6.67,6.51,2.6,0.86,53.46,1
6.7,4.29,4.26,1.16,2.6,51.41,0
6.55,6.52,5.48,0.5,1.82,72.79,1
8.01,9.01,5.95,2.03,0.39,99.94,1
5.89,3.54,3.01,0.25,3.95,30.21,1
5.7,1.82,9.77,2.34,4.65,19.76,2
9.44,4.79,2.53,0.98,1.46,71.9,0
4.15,1.42,7.15,0.37,0.24,3.01,2
8.14,1.39,2.32,0.69,3.75,54.89,0
4.21,9.06,8.89,0.55,1.33,42.87,2
8.32,2.5,9.38,2.48,2.94,41.58,1
9.3,7.28,8.09,0.22,3.54,70.55,1
9.74,5.8,5.57,1.28,3.51,80.25,0
7.6,2.27,1.16,1.86,4.32,66.46,0
6.39,9.4,5.52,0.66,1.77,88.3,1
4.7,6.61,6.33,1.94,3.05,42.35,1
5.05,1.66,1.88,2.21,0.6,41.36,0
5.07,1.18,2.46,1.53,3.23,14.1,0
4.77,6.16,7.96,0.94,0.4,29.63,2
4.55,8.87,4.39,1.57,3.84,37.48,1
7.89,0.77,5.33,0.29,1.24,29.88,1
8.31,6.74,7.72,0.19,4.97,70.94,2
8.95,7.4,6.33,1.32,3.79,64.48,0
4.82,7.93,1.71,1.5,3.23,64.51,1
6.78,2.37,5.42,0.75,2.64,31.53,0
8.68,2.4,2.8,1.42,0.25,63.15,0
6.12,4.88,3.42,1.68,4.39,52.8,0
5.72,0.62,2.23,1.68,3.42,24.72,0
5.11,3.19,3.88,2.88,1.02,46.75,0
6.12,1.34,2.14,1.22,1.53,45.26,0
7.63,5.02,1.69,2.59,1.42,88.98,0
9.59,4.34,3.06,2.5,1.81,85.93,0
7.31,4.89,8.65,2.19,4.38,44.78,1
7.85,5.0,9.89,2.88,4.24,58.17,1
7.47,2.6,8.88,0.03,1.14,30.42,1
7.52,5.61,2.58,0.31,1.11,92.21,0
4.08,6.92,3.23,1.05,1.67,53.44,1
9.16,1.49,4.07,2.08,0.22,46.77,0
9.77,6.08,9.61,1.24,2.08,73.11,1
4.21,2.45,5.3,1.52,1.09,21.98,1
5.09,3.26,2.76,2.09,2.58,57.88,0
4.34,4.25,9.7,0.16,2.09,0.0,2
4.88,4.63,2.42,1.56,4.61,47.95,1
4.64,8.25,5.14,2.65,1.53,59.62,2
9.54,1.72,8.21,1.89,4.06,40.67,1
6.6,1.29,9.64,0.19,0.33,15.04,2
5.8,5.97,3.59,1.95,0.96,75.23,0
7.2,3.34,3.27,0.42,3.53,51.4,0
5.75,3.37,5.09,2.11,2.14,34.5,1
8.08,8.38,7.45,0.45,4.89,81.44,2
7.44,1.65,2.55,1.84,2.08,49.78,0
6.23,5.13,2.69,0.47,0.38,70.99,1
7.33,9.47,7.75,2.31,2.55,89.78,1
9.65,7.22,1.95,1.95,0.6,100.0,0
8.16,8.35,2.43,0.22,4.43,98.71,1
4.21,7.21,8.63,1.54,2.7,25.7,2
5.43,7.55,8.64,0.96,1.37,53.83,1
4.3,2.81,1.23,2.37,1.28,42.57,1
7.26,8.37,9.64,1.1,0.44,70.39,2
5.34,0.53,9.08,0.02,2.46,0.0,2
7.92,2.9,8.86,2.2,2.16,37.13,1
8.9,7.57,4.59,1.02,0.19,97.78,0
4.32,0.24,2.38,2.57,3.99,2.19,1
7.74,6.24,2.12,2.1,1.4,95.69,0
9.73,8.71,3.1,2.21,0.52,100.0,0
4.17,1.7,7.25,1.09,0.08,0.0,2
7.2,3.94,5.67,1.56,2.35,44.74,0
9.31,3.02,5.38,0.01,4.3,44.32,1
5.63,9.98,6.26,0.37,1.33,66.81,2
9.92,4.31,3.07,1.71,2.02,80.73,0
9.17,0.16,9.09,2.38,0.38,26.09,1
8.63,6.02,6.2,0.15,0.3,54.88,1
4.63,2.42,5.49,0.49,3.95,9.89,2
9.05,0.5,4.85,2.54,1.82,47.0,0
7.54,3.47,3.49,1.96,0.67,63.07,0
7.46,1.12,7.33,1.29,1.02,19.2,1
8.32,5.93,8.64,1.63,2.21,69.42,1
4.92,4.32,5.1,2.2,2.21,44.99,1
9.0,9.93,3.9,2.71,4.03,100.0,0
6.0,2.19,6.98,1.67,2.47,25.91,0
6.0,3.83,8.79,2.92,3.88,51.82,1
4.68,2.09,4.8,0.71,4.51,9.06,1
6.5,2.74,4.43,1.43,3.57,34.89,0
9.09,1.28,3.36,2.98,0.95,66.59,0
7.83,3.93,1.83,0.01,0.4,71.27,1
5.39,7.78,8.72,0.43,1.69,52.02,2
5.72,2.39,8.08,1.04,2.48,21.26,1
8.93,3.01,2.88,2.94,1.6,75.33,0
8.07,5.14,3.06,0.42,2.44,74.36,0
8.64,7.1,9.21,2.91,3.64,80.93,1
6.43,6.09,6.31,0.54,2.91,63.53,0
6.03,8.34,4.8,1.58,2.81,74.97,0
5.28,5.99,4.01,1.97,0.73,58.93,0
8.63,4.17,3.71,1.16,3.61,58.03,0
8.21,8.89,5.11,2.01,2.21,100.0,1
6.85,7.77,1.05,0.65,1.48,100.0,0
7.04,3.64,4.64,1.36,4.34,45.24,0
9.06,8.42,2.79,0.81,2.98,100.0,0
5.22,7.46,2.8,0.79,1.53,70.08,0
8.39,5.31,8.38,2.44,1.95,66.76,1
5.24,5.03,2.06,1.28,2.6,66.18,0
6.78,6.52,6.53,0.16,0.48,59.14,1
9.06,8.7,3.79,2.16,2.89,100.0,0
4.57,5.48,6.33,0.92,0.23,30.03,2
6.72,6.92,7.3,0.54,4.29,62.6,1
9.79,1.18,8.53,2.73,4.11,23.72,1
6.17,7.13,6.21,1.27,4.97,58.89,1
6.48,9.03,3.6,0.46,1.55,90.73,1
9.16,1.14,6.6,1.7,3.34,35.22,0
9.76,3.47,3.7,1.74,2.15,73.86,0
4.42,1.48,9.42,0.2,2.95,0.0,2
4.07,2.23,4.39,1.52,1.71,13.62,1
5.36,0.25,1.01,1.04,1.81,23.21,0
4.27,5.3,6.2,2.1,3.19,32.45,1
7.79,3.22,7.96,0.57,3.58,37.08,1
7.91,1.76,7.02,2.21,2.45,50.73,1
5.0,2.9,7.87,1.23,3.51,14.37,2
8.05,6.74,6.5,1.56,0.99,77.66,0
9.79,4.66,9.4,2.99,2.43,65.65,1
7.86,2.37,1.42,1.36,3.94,71.1,0
8.71,6.55,7.26,0.86,2.35,75.35,1
5.48,0.9,2.14,0.63,2.9,29.98,0
5.6,8.61,5.73,2.77,3.17,75.02,1
9.48,8.57,6.72,1.6,2.26,100.0,1
8.62,5.13,2.58,0.17,0.63,73.55,0
6.21,8.92,3.15,0.96,1.12,97.81,0
7.7,5.32,9.57,2.99,4.19,67.64,1
6.2,5.8,4.16,2.35,0.86,65.4,0
4.23,6.09,7.2,0.01,2.55,23.93,2
8.75,0.39,1.44,1.86,2.96,38.81,0
7.55,9.49,3.83,1.19,4.89,96.92,1
8.78,0.12,5.38,0.46,2.99,22.92,1
4.2,1.64,4.08,0.77,1.92,0.0,1
4.61,4.23,5.11,0.84,1.39,18.61,1
7.71,8.13,4.65,1.82,4.47,100.0,0
9.52,2.69,9.87,2.45,3.97,39.36,1
9.9,4.42,7.67,2.1,3.66,59.57,1
5.14,3.49,4.53,2.24,3.58,38.95,0
8.73,5.96,2.26,1.91,4.44,86.13,0
9.37,9.99,4.23,2.17,2.7,100.0,0
5.44,2.46,2.66,1.89,0.71,53.67,0
7.14,4.38,8.69,1.33,0.41,50.17,1
8.54,1.28,7.89,0.62,2.44,21.67,1
8.52,2.46,3.28,0.33,3.6,39.99,0
7.11,3.32,7.97,0.68,4.7,40.78,1
4.62,2.4,1.67,1.41,1.25,31.16,1
7.1,2.33,5.06,0.59,0.89,47.35,0
4.65,1.89,9.44,2.0,4.61,0.0,2
9.14,3.62,2.3,2.41,0.3,74.82,0
8.92,6.17,5.66,1.06,0.38,72.45,1
5.05,2.55,3.12,2.72,3.82,32.37,0
9.73,0.53,9.04,0.18,1.96,23.05,1
9.99,9.14,6.26,0.65,1.38,100.0,1
5.94,0.21,6.91,1.84,4.52,0.0,1
6.07,5.12,2.75,1.88,3.85,65.09,0
5.91,8.68,5.55,1.6,3.61,67.88,1
4.42,8.04,9.31,0.16,0.61,22.33,2
7.63,3.83,5.85,2.11,2.52,59.39,0
4.54,4.39,9.31,1.67,1.79,18.73,2
6.33,5.09,2.05,2.21,3.5,75.0,0
